TIME,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202609011800,0.434,,0.500,,0.934,0.500,0.934,0.600,1.034
202609011806,0.437,,,,,,,,
202609011812,0.441,,,,,,,,
202609011818,0.445,,,,,,,,
202609011824,0.449,,,,,,,,
202609011830,0.454,,,,,,,,
202609011836,0.458,,,,,,,,
202609011842,0.463,,,,,,,,
202609011848,0.468,,,,,,,,
202609011854,0.472,,,,,,,,
202609011900,0.478,0.639,0.500,-0.339,0.639,0.500,0.639,0.600,0.739
202609011906,0.483,0.649,,,,,,,
202609011912,0.488,0.678,,,,,,,
202609011918,0.494,0.698,,,,,,,
202609011924,0.499,0.688,,,,,,,
202609011930,0.505,0.688,,,,,,,
202609011936,0.511,0.669,,,,,,,
202609011942,0.517,0.639,,,,,,,
202609011948,0.523,0.659,,,,,,,
202609011954,0.529,0.669,,,,,,,
202609012000,0.535,0.659,0.500,-0.376,0.659,0.500,0.659,0.600,0.759
202609012006,0.541,0.619,,,,,,,
202609012012,0.548,0.590,,,,,,,
202609012018,0.554,0.659,,,,,,,
202609012024,0.561,0.688,,,,,,,
202609012030,0.568,0.698,,,,,,,
202609012036,0.575,0.649,,,,,,,
202609012042,0.582,0.619,,,,,,,
202609012048,0.589,0.659,,,,,,,
202609012054,0.596,0.678,,,,,,,
202609012100,0.603,0.688,0.500,-0.415,0.688,0.500,0.688,0.600,0.788
202609012106,0.610,0.718,,,,,,,
202609012112,0.618,0.780,,,,,,,
202609012118,0.625,0.829,,,,,,,
202609012124,0.633,0.790,,,,,,,
202609012130,0.640,0.810,,,,,,,
202609012136,0.648,0.780,,,,,,,
202609012142,0.656,0.790,,,,,,,
202609012148,0.664,0.790,,,,,,,
202609012154,0.672,0.770,,,,,,,
202609012200,0.680,0.780,0.600,-0.500,0.780,0.600,0.780,0.600,0.780
202609012206,0.688,0.780,,,,,,,
202609012212,0.697,0.800,,,,,,,
202609012218,0.705,0.839,,,,,,,
202609012224,0.714,0.869,,,,,,,
202609012230,0.722,0.849,,,,,,,
202609012236,0.731,0.819,,,,,,,
202609012242,0.740,0.829,,,,,,,
