TIME,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202604270000,0.920,1.669,0.700,0.049,1.669,0.700,1.669,0.800,1.769
202604270006,0.916,,,,,,,,
202604270012,0.913,1.699,,,,,,,
202604270018,0.911,,,,,,,,
202604270024,0.908,1.708,,,,,,,
202604270030,0.906,,,,,,,,
202604270036,0.904,1.718,,,,,,,
202604270042,0.903,,,,,,,,
202604270048,0.902,1.738,,,,,,,
202604270054,0.901,,,,,,,,
202604270100,0.900,1.748,0.700,0.148,1.748,0.700,1.748,0.800,1.848
202604270106,0.900,1.748,,,,,,,
202604270112,0.900,1.748,,,,,,,
202604270118,0.901,1.758,,,,,,,
202604270124,0.901,1.758,,,,,,,
202604270130,0.902,1.767,,,,,,,
202604270136,0.903,1.767,,,,,,,
202604270142,0.904,1.781,,,,,,,
202604270148,0.905,1.800,,,,,,,
202604270154,0.906,1.810,,,,,,,
202604270200,0.907,1.840,0.700,0.233,1.840,0.700,1.840,0.800,1.940
202604270206,0.908,1.840,,,,,,,
202604270212,0.910,1.849,,,,,,,
202604270218,0.911,1.869,,,,,,,
202604270224,0.912,1.899,,,,,,,
202604270230,0.913,1.908,,,,,,,
202604270236,0.914,1.908,,,,,,,
202604270242,0.915,1.908,,,,,,,
202604270248,0.916,1.908,,,,,,,
202604270254,0.917,1.908,,,,,,,
202604270300,0.917,1.918,0.700,0.301,1.918,0.700,1.918,0.800,2.018
202604270306,0.918,1.899,,,,,,,
202604270312,0.918,1.889,,,,,,,
202604270318,0.919,1.879,,,,,,,
202604270324,0.919,1.869,,,,,,,
202604270330,0.920,1.849,,,,,,,
202604270336,0.920,1.820,,,,,,,
202604270342,0.920,1.800,,,,,,,
202604270348,0.920,1.767,,,,,,,
202604270354,0.921,1.748,,,,,,,
202604270400,0.921,1.738,0.700,0.117,1.738,0.700,1.738,0.800,1.838
202604270406,0.921,1.718,,,,,,,
202604270412,0.921,1.679,,,,,,,
202604270418,0.922,1.659,,,,,,,
202604270424,0.922,1.639,,,,,,,
202604270430,0.923,1.620,,,,,,,
202604270436,0.923,1.600,,,,,,,
202604270442,0.924,1.590,,,,,,,
202604270448,0.925,1.571,,,,,,,
202604270454,0.925,1.557,,,,,,,
202604270500,0.926,1.557,0.700,-0.069,1.557,0.700,1.557,0.700,1.557
202604270506,0.927,1.557,,,,,,,
202604270512,0.928,1.528,,,,,,,
202604270518,0.930,1.528,,,,,,,
202604270524,0.931,1.518,,,,,,,
202604270530,0.932,1.528,,,,,,,
202604270536,0.933,1.518,,,,,,,
202604270542,0.934,1.498,,,,,,,
202604270548,0.936,1.489,,,,,,,
202604270554,0.937,1.479,,,,,,,
202604270600,0.938,1.479,0.800,-0.259,1.479,0.800,1.479,0.800,1.479
202604270606,0.939,1.459,,,,,,,
202604270612,0.940,1.449,,,,,,,
202604270618,0.940,1.439,,,,,,,
202604270624,0.941,1.420,,,,,,,
202604270630,0.941,1.410,,,,,,,
202604270636,0.941,1.400,,,,,,,
202604270642,0.941,1.390,,,,,,,
202604270648,0.941,1.380,,,,,,,
202604270654,0.940,1.371,,,,,,,
202604270700,0.939,1.361,0.800,-0.378,1.361,0.800,1.361,0.800,1.361
202604270706,0.938,1.371,,,,,,,
202604270712,0.937,1.361,,,,,,,
202604270718,0.935,1.361,,,,,,,
202604270724,0.933,1.361,,,,,,,
202604270730,0.930,1.361,,,,,,,
202604270736,0.927,1.371,,,,,,,
202604270742,0.924,1.380,,,,,,,
202604270748,0.921,1.380,,,,,,,
202604270754,0.917,1.371,,,,,,,
202604270800,0.913,1.380,0.800,-0.333,1.380,0.700,1.280,0.800,1.380
202604270806,0.909,1.380,,,,,,,
202604270812,0.904,1.380,,,,,,,
202604270818,0.899,1.380,,,,,,,
202604270824,0.894,1.390,,,,,,,
202604270830,0.888,1.400,,,,,,,
202604270836,0.882,1.400,,,,,,,
202604270842,0.876,1.400,,,,,,,
202604270848,0.869,1.410,,,,,,,
202604270854,0.863,1.420,,,,,,,
202604270900,0.856,1.420,0.800,-0.236,1.420,0.700,1.320,0.800,1.420
202604270906,0.848,1.420,,,,,,,
202604270912,0.841,1.420,,,,,,,
202604270918,0.833,1.420,,,,,,,
202604270924,0.825,1.430,,,,,,,
202604270930,0.817,1.430,,,,,,,
202604270936,0.809,1.420,,,,,,,
202604270942,0.800,1.420,,,,,,,
202604270948,0.792,1.430,,,,,,,
202604270954,0.783,1.430,,,,,,,
202604271000,0.774,1.430,0.800,-0.144,1.430,0.700,1.330,0.800,1.430
202604271006,0.765,1.430,,,,,,,
202604271012,0.755,1.430,,,,,,,
202604271018,0.746,1.439,,,,,,,
202604271024,0.737,1.439,,,,,,,
202604271030,0.728,1.449,,,,,,,
202604271036,0.718,1.449,,,,,,,
202604271042,0.709,1.449,,,,,,,
202604271048,0.700,1.439,,,,,,,
202604271054,0.691,1.439,,,,,,,
202604271100,0.682,1.439,0.700,0.057,1.439,0.700,1.439,0.800,1.539
202604271106,0.673,1.420,,,,,,,
202604271112,0.664,1.420,,,,,,,
202604271118,0.656,1.410,,,,,,,
202604271124,0.648,1.400,,,,,,,
202604271130,0.640,1.380,,,,,,,
202604271136,0.632,1.371,,,,,,,
202604271142,0.625,1.361,,,,,,,
202604271148,0.618,1.338,,,,,,,
202604271154,0.612,1.338,,,,,,,
202604271200,0.606,1.328,0.700,0.022,1.328,0.700,1.328,0.800,1.428
202604271206,0.600,1.318,,,,,,,
202604271212,0.595,1.318,,,,,,,
202604271218,0.590,1.308,,,,,,,
202604271224,0.586,1.308,,,,,,,
202604271230,0.583,1.308,,,,,,,
202604271236,0.579,1.308,,,,,,,
202604271242,0.577,1.308,,,,,,,
202604271248,0.575,1.308,,,,,,,
202604271254,0.573,1.308,,,,,,,
